,message,message_id,date,remove
16,"Объявлен конкурс ""ТЕСТ-ДРАЙВ УЭК""

с 20 марта по 15 декабря этого года федеральная уполномоченная организация ОАО «УЭК» проводит всероссийский открытый конкурс среди держателей универсальных электронных карт.
Основная идея конкурса  - доступно и интересно рассказать о получении государственных или муниципальных услуг с использованием УЭК. Для участия в конкурсе необходимо описать получение услуги с применением универсальной электронной карты в виде пошаговой инструкции и прислать заявку на электронную почту guides@uecard.ru. Работы участников будет рассматривать экспертная комиссия и ежемесячно определять победителя по следующим параметрам:
- время получения Организатором Предложения относительно Предложений от других участников, описывающих аналогичные услуги на территории субъекта Российской Федерации;
- полнота описания полученной услуги в заявке;
- оригинальность получаемой услуги;
- подробность и доступность для понимания пошагового описания получения услуги;
- качество фотографий, иллюстрирующих процесс получения услуги.
Победителями Конкурса признаются участники, чьи предложения набрали наибольшую общую оценку экспертной комиссии. Информация о победителях, а также лучшие описания получения услуги с использованием универсальной электронной карты, будут размещаться на официальном сайте ОАО «УЭК» www.uecard.ru и/или в официальных сообществах ОАО «УЭК» в социальных сетях. 
Всю информацию о конкурсе, правила участия и заявки можно найти, пройдя по ссылке http://www.uecard.ru/for-citizens/konkurs-poluchenie-uslug-po-uek/ .
Более подробную информацию об универсальной электронной карте в Тюменской области можно получить, позвонив по бесплатному номеру, 8-800-100-12-90.",19,1395648308,n
17,"В Тюмени появилась ""идеальная поликлиника"".",20,1395977997,n
18,"В 2014 году программа «Расширяя горизонты» продолжает показывать высокие результаты. За первый квартал обучено 1603 слушателей. В текущем году учебные аудитории работают только в городах: три в Тюмени и по одной в Заводоуковске, Ишиме, Ялуторовске и Тобольске. Районные центры также, как и маленькие населенные пункты, сейчас могут рассчитывать на мобильный класс, который активно продолжает свою работу: в 1 квартале обучено 212 человек. С конца января по март компьютерную грамотность повысили жители 6 поселений (4 в Тобольском районе и 2 в Тюменском).

Очень популярен в этом году дистанционный курс: его спешат пройти медицинские работники, которым предстоит тестирование на знание компьютера и обучение профессиональной информационной системе в интерактивном классе. В общей сложности около 250 человек прошли обучение и сдали тестирование удаленно.

«Сотрудники медицинской сферы очень ответственно отнеслись к тем событиям и реформам, которые ждут их в текущем году. Прежде чем пройти тестирование, они заранее интересуются, какой уровень знаний им необходим для успешной сдачи, просят рекомендаций и по собственной инициативе готовятся заранее. Это значительно облегчает задачу организаторам. Пока процент непрошедших крайне мал, поэтому беспокоиться не о чем», - прокомментировала Татьяна Беляева, руководитель Информационно-образовательного центра Тюменской области.

В планах организаторов обучить в этом году 6000 человек. Будет ли после этого программа закрыта или продлена, пока неизвестно.

Записаться на курсы можно по телефону 50-00-50 или на сайте программы.",21,1396342968,n
19,"Компьютерное совершенство глазами молодежи

В Тюмени стартовал ежегодный молодежный конкурс «Моя ИТ-идея».

Региональный департамент информатизации вновь запускает конкурс инновационных идей в сфере информационно-коммуникационных технологий «Моя ИТ-идея». В этом году организаторы решили отказаться от узкоспециализированной тематики, чтобы не ограничивать юных новаторов. Направленность конкурсных работ в четвертый год существования конкурса - расширение сферы применения, развитие и совершенствование компьютерной техники и программного обеспечения. Возрастные ограничения участников остались прежними: с 7 д 23 лет. Прием заявок на участие в конкурсе осуществляется на Официальном сайте конкурса в период с 1 апреля по 31 июля 2014 года (включительно). С положением и итогами прошлых лет так же можно ознакомиться на сайте. Победители будут определены в четырех возрастных группах. Награждение, традиционно, состоится на международном форуме-выставке информационных технологий «ИНФОТЕХ» в сентябре.",22,1396430186,n
20,Смотрим сегодня! Первый в России интерактивный тренажер для мед.работников.,24,1396847492,n
21,"Что такое тренажер ""идеальной поликлиники""? ""Объективный разговор"" с директором департамента информатизации Тюменской области Александром Албычевым.",25,1396931123,n
22,"Уже 1600 тюменцев стали обладателями электронной цифровой подписи благодаря УЭК, еще 482 используют ее как транспортную карту. Как еще можно использовать УЭК и где ее получить узнайте по бесплатному номер 8-800-100-12-90 или из новостей на сайте.",26,1398337297,n
23,"Весна - время  прогулок с бесплатным wi-fi ""TyumenFree"". Скачиваем список адресов точек доступа и пользуемся!",27,1398847308,n
24,"Письмом «Об обмене электронными документами через интернет с налоговым органом и последствиях уклонения от получения его требований» от 17 февраля 2014 года № ЕД-4-2/2553 Федеральная налоговая служба (ФНС) разъяснила свою позицию по вопросу порядка направления требования о представлении документов и порядка представления документов по требованию налогового органа в электронной форме.

Для справки: Согласно пункту 12 «Порядка направления требования о представлении документов (информации) и порядка представления документов (информации) по требованию налогового органа в электронном виде по телекоммуникационным каналам связи» (утв. приказом ФНС России от 17.02.2011 № ММВ-7-2/168@), требование о представлении документов считается принятым налогоплательщиком, если налоговому органу поступила квитанция о приеме, подписанная ЭЦП налогоплательщика (так в документе – Н.Х.).

#законодательство   #Россия   #ФНС   #электронное_правительство   #электронные_документы",28,1399356238,n
25,"В скором времени про бумажные документы можно будет забыть! Леса целы, люди рады! Читаем про новые возможности Универсальной электронной карты.",29,1399869875,n
26,У полиции появилось свое мобильное приложение!,30,1400469970,n
27,7 главных ИТ-трендов будущего,31,1400579364,n
28,Тюмень уже 2 года носит звание города бесплатного интернета! Наши поздравления!,32,1400661260,n
29,"Для всех, кому от 7 до 23 ! Конкурс моя ИТ-идея продолжает прием заявок! Предложи свою идею и получи настоящий ИТ-приз! Результаты прошлогоднего конкурса на тему защиты окружающей среды:

1 место 7-9 лет Манакова Ангелина  За идею прибора «Земляне», позволяющего оперативно определять опасность продуктов питания и объектов окружающей среды
 
2 место  7-9 лет Сырчина Софья  За идею минимусорной станции для домашнего использования
 
3  место 7-9 лет Рудзевич Иван За идею накопителя выхлопных газов для их обработки и  превращения  в приятный и полезный воздух
 
1 место 10-13 лет Cухорослов Арсений; Сухорослов Леонид За идею реализации в виде глога и виджет-журнала результатов исследовательской работы «Зимующие птицы города Ишима»
 
2 место 10-13 лет Баринов Роман  За идею комплексной защиты воздуха от загрязнений в условиях населенного пункта
 
3 место 10-13 лет Маслова Дарья За идею компьютерной игры «Спасатель» для формирования навыков спасения в чрезвычайных ситуациях
 
1 место 14-17 лет Бакунин Денис За идею компактного прибора «Экотестер» для анализа состояния окружающей среды
 
2 место 14-17 лет Кармацких Анастасия  За идею устройства «Веселая  поливалка» для ухода за растениями
 
3 место 14-17 лет Абросимова Алена За идею специального программного обеспечения для отслеживания с воздуха зон с угрозой окружающей среде
 
1 место 18-23 года 1. Широкова Кристина 
 2. Барабанщикова Наталья
 3. Рутковская Кристина
 4. Теплоухов Владимир 
 5. Шестаков Алексей
 6. Кроо Ксения  Сергеевна За идею создания эколого-образовательного сайта «Ishim - Eko»  с целью популяризация знаний о природе родного края

2 место 18-23 года Гандрабура Виктор За идею программного обеспечения для формирования рекомендаций по посадке растений с целью снижения влияния вредных веществ в окружающей среде
 
3 место 18-23 года Романец Иван За идею предоставления жителям  города информации в режиме онлайн о концентрации выхлопных газов в местах отдыха

Информация по ссылке ниже.",33,1401092909,n
30,"Если wi-fi не работает, попробуйте ему спеть! Если он и тогда не заработает, подключайтесь к ""TyumenFree""!",34,1401163932,n
31,"Сегодня в тюменском выставочном центре открылась выставка ""информационные технологии и связь"". мероприятие продлится до 31 мая.
Выставка сопровождается насыщенной деловой программой и широкой информационной поддержкой. Ежегодно в ней участвуют до 100 экспонентов из разных регионов России. 
В 2013 году выставку посетили более 4000 человек – это частные лица, представители власти, руководители и специалисты профильных организаций Тюменской области, соседних городов УФО",35,1401257180,n
32,Скайп научится переводить в режиме онлайн!,36,1401350010,n
34,"Конкурс! Фотографы, дизайнеры, профессионалы и любители! 1 июня стартует конкурс ""Тюменская область в цифре"", приуроченный к 70-летию Тюменской области. Подробнее по ссылке ниже",38,1401449173,n
36,"Для всех тюменцев! 11 июня на площади у технопарка( Руспублики, 142) состоится общегородское тестирование компьютерной грамотности! Любой желающий сможет пройти небольшой тест и получить сертификат со своим результатом. Мероприятие приурочено к 4-летию программы ""Расширяя горизонты"". Узнать подробности и записаться на бесплатные  компьютерные курсы можно по телефону 50-00-50.",40,1402029647,n
37,"Друзья, конкурс ""Моя ИТ-идея"" продолжается! Ждем заявок от юных новаторов до конца июля. Подробности можете посмотреть во встрече https://vk.com/event73153335",43,1403173250,n
38,"А участникам группы предлагаем пригласить своих друзей) Кстати, у нас конкурс)",44,1403255880,n
39,Опрос!Хотим слышать ВАШЕ мнение о сервисе для ВАС!,45,1403256018,n
44,"Велосипед, смартфон и 49 точек бесплатного Wi-Fi

На Площади Памяти - одной из популярных точек региональной сети бесплатного интернета ""TyumenFree"" победитель Мегаквеста Кирилл Андрианов получил свой подарок - планшетный компьютер. Подарок Кириллу вручили организаторы квеста: заместитель директора регионального информационно-образовательного центра Татьяна Беляева и представители партнеров акции портала ""Мегатюмень"" и ""Русской компании"".
Квест по точкам ""TyumenFree"" был организован в рамках 2-х летия сети. За 10 дней около 30 участников боролись за главный приз – планшетный компьютер. Кирилл справился с ней, оставив пятерых преследователей позади, сделав 49 селфи (фотографий себя) и получив за них более 12 500 лайков от друзей и болельщиков. 
На сегодняшний день активными пользователями сети являются 160 тысяч человек по всей Тюменской области. Ежедневно от 3 до 5 тысяч жителей подключаются к сети. Как и раньше в лидерах Цветной бульвар, площадь 400-летия, аэропорт, ж/д вокзал и другие посещаемые места города.
Узнать подробности можно по телефону информационно-справочной службы 8-800-100-12-90.",54,1404880885,n
45,"Уважаемые, добрый день ... ) подскажите пожалуйста когда будет распределение лицензий на добычу охотничьих ресурсов (лось, кабан, косуля, барсук) заранее благодарю ...",55,1405222003,n
46,"Программа «Расширяя горизонты» обучает подростков в колонии

Мобильный класс Программы «Расширяя горизонты» в июле работает в «Тюменской воспитательной колонии».

Третий раз за три года работы мобильный класс Программы по повышению компьютерной грамотности населения «Расширяя горизонты» отправляется в «Тюменскую воспитательную колонию» в п. Винзили Тюменского района.
В настоящее время в колонии отбывает наказание около 80 несовершеннолетних, не проходивших обучение по Программе. За две недели работы в исправительном учреждении планируется обучить 8 групп подростков по базовому и продвинутому курсам.
Севастьянова Елена Алексеевна, опытный тренер Программы, обучающий подростков, отметила: «С помощью этих курсов, подростки, получат навыки использования постоянно развивающихся технологий и смогут легче адаптироваться к обычной жизни после освобождения».
Записаться на курсы можно по телефону 50-00-50 или на сайте программы.",58,1405420320,n
47,Прикольный ролик об электронном правительстве: http://www.youtube.com/watch?v=w5ifMgBTOCQ,60,1405518925,n
48,"Уважаемые подписчики, желаем не терять терпения!))) У кого возникли сложности с УЭК, советуем обращаться по бесплатному номеру 8-800-100-12-90 или зайти на сайт http://citto.ru в раздел универсальная электронная карта.",61,1406029821,n
49,Уважаемые руководители группы дайте информацию: когда состоится летне-осеннее открытие охоты на водоплавующую дичь на юге тюменской области ( ялуторовский район) заранее благодарим ...,62,1406029972,n
50,"Ура ура! Записаться на прием к врачу теперь можно с мобильного телефона! Качаем приложение ""Медицина72"" и забываем об очередях и звонках в регистратуру! Будьте здоровы!

Для iOS https://itunes.apple.com/ru/app/medicina-72/id897403150?mt=8&ign-mpt=uo%3D4

Для Андройда https://play.google.com/store/apps/details?id=ru.medicine72.android 

Или воспользуйтесь QR-кодами (1- ios, 2- адройд)",64,1406203750,n
51,"Открыта регистрация на седьмой всероссийский форум-выставку «ИНФОТЕХ 2014».
Определены даты главного ежегодного ИТ-события региона: 10 и 11 сентября, в Тюменском технопарке, уже в седьмой раз состоится форум-выставка информационных технологий «ИНФОТЕХ 2014». 
Специализированные площадки «ИНФОТЕХа» охватывают интересы коммерческих и государственных структур, опытных и будущих специалистов ИТ-сферы. Форум 2013 года объединил участников из 33 регионов, что позволило за 2 дня мероприятия получить общую картину развития информационных технологий в стране. 
Участие в форуме является бесплатным. On-line заявку можно подать на сайте http:infotex72.ru , подробности по тел.: 56-00-56.",68,1406692640,n
52,"Уважаемые, добрый день , разъясните пожалуйста когда открывается охота на утку в тюменской области ( ялуторовский район ) просто хотелось бы точную информацию ... Извините за назойливость",70,1406804924,n
53,"«TyumenFree» продолжит работу в старом режиме

На прошлой неделе любителей бесплатного wi-fi обеспокоило новое постановление о персонализации доступа к сети Интернет.

В прошедшую пятницу в СМИ появилась информация о новом постановлении Правительства №758 от 31 июля 2014 года, согласно которому идентификация пользователей при использовании wi-fi будет осуществляться оператором связи путем установления фамилии, имени, отчества (при наличии) пользователя, подтверждаемых документом, удостоверяющим его личность.
Стоит отметить, что порядок идентификации установлен таким образом, что оператор вправе выбирать, как именно осуществлять идентификацию пользователя. Например, он может сделать это посредством запроса в соответствующий орган власти. В то же время пользователь обязан предоставить любую идентификационную информацию, например, имя, фамилию и отчество, номер водительского удостоверения и так далее.
Таким образом, если точка доступа Wi-Fi установлена оператором связи, то он должен отправить пользователю запрос на получение идентификационных данных по SMS или предложить специальную форму для указания данных перед открытием доступа в интернет. 
Регистрация в региональной сети бесплатного интернета «TyumenFree» осуществляется именно путем отправки смс оператору, поэтому работа областного wi-fi полностью соответствует новым регламентам и не нуждается в реорганизации.
Узнать подробнее о работе сети можно по бесплатному номеру 8-800-100-12-90.",74,1407821173,n
54,"«ИНФОТЕХ 2014»: 7 – счастливое число

В этом году в Тюмени состоится VII Всероссийская выставка информационных технологий «ИНФОТЕХ» и форум «Электронное правительство: современный механизм управления регионом».

Отследив 6-летнюю историю «ИНФОТЕХ» можно познакомиться с этапами развития информатизации не только Тюменской области, но и всей страны в целом. Из года в год, «ИНФОТЕХ» являлся площадкой для обсуждения самых актуальных вопросов и решения приоритетных задач на федеральном уровне.  Начав в 2008 году с узкоспециализированного форума, посвященного развитию электронных сервисов в государстве, мероприятие разрослось до целой ИТ-недели, в рамках которой затрагиваются интересы всех слоев населения, всех возрастов и статусов. 
В первый год существования, в центре внимания, были проекты целевой программы «Электронная Тюменская область», предшествующей электронному правительству: «Единый электронный архив Тюменской области», пилотный проект Электронный архив в режиме on-line, система «Социальный паспорт жителя Тюменской области» и другие. В 2009 году на мероприятии был впервые представлен 5ти-этапный план перевода государственных услуг в электронный вид, а уже в 2010 году состоялась презентация новой программы по повышению компьютерной грамотности «Расширяя горизонты», целью которой являлась подготовка населения к информационному обществу. В 2011 году приоритетным вопросом стала система межведомственного электронного взаимодействия (СМЭВ). Тогда же, к теме информатизации впервые было привлечено внимание детей и подростков проведением конкурса «Моя ИТ-идея». В 2012 году запущена региональная сеть бесплатного интернета «TyumenFree» и Тюмень была названа городом бесплатного интернета.
Поворотным годом стал 2013. Впервые было объединено несколько масштабных проектов ИТ-сферы в одно грандиозное мероприятие - неделю информационных технологий. За 5 рабочих дней, кроме ИНФОТЕХа прошли популярные среди профессиональной аудитории мероприятия: CIO-конгресс «Олимпиада ИТ-решений», посвященный проблемам бизнеса и их информационным решениям, конференция ведущей компьютерной компании «Арсенал+», выставка «Информационные технологии в Тюмени: вчера, сегодня, завтра», на стендах которой были представлены образцы первой компьютерной техники, их прообразы, а также примеры современных гаджетов. 
Сегодня на выставке «ИНФОТЕХ» интересную и полезную информацию для себя могут найти не только представители ИТ-бизнеса, но и простые граждане. Экспозиции различных ведомств рассказывают о новейших информационных решениях, которые облегчают процесс взаимодействия с населением.
В сентябре 2014 года, по словам организаторов, акцент будет сделан на качественном развитии мероприятия, масштаб которого останется прежним. Планируется увеличить только количество экспонентов. Для посетителей выставки «ИНФОТЕХ-2014» планируется проведение разнообразных мастер-классов (3D моделирование, робототехника и т.д.) и презентаций используемых технологий от экспонентов и участников.
«Помимо традиционных основных секций, посвященных вопросам электронного правительства и МФЦ, будут озвучены и новые темы, такие как  «ГИС-технологии», «Умный дом», «BigData и BI» и другие. Всего запланировано около 13 площадок, в том числе и для студентов», - прокомментировал директор департамента информатизации Тюменской области Александр Албычев.
Регистрация участников форума и подробная информация о мероприятии на сайте www.infotex72.ru и по телефону (3452) 56-00-56.",75,1408420798,n
