,message,message_id,date,remove
494,"За последние несколько месяцев рядовой инвестор видел все: санкции, скачки валютных курсов, остановку торгов… 

Чтобы справиться с эмоциями, разобраться с путаницей в портфеле, а также определить в какой точке экономического цикла мы сейчас находимся, Академия инвестиций приготовила новый курс — «Кризис: руководство к действию». 

Его задача — показать логические связи между экономическими процессами и научить инвесторов системному взгляду на разрозненные события.

Кроме спокойствия, дзена и полезных чек-листов, в новом курсе вы также найдете детальный разбор текущей ситуации в экономике США, России и всего мира. Кресты смерти, делеверидж, инверсия, компании-зомби, дефолты и другие интересные и загадочные вещи уже ждут в курсе по ссылке (с мобильных устройств): https://tinkoff-invest.onelink.me/2065005593/9qhv0sfv

И главное, не забывайте: тот, кто владеет информацией, тот владеет миром 🤝",228590,1651756810,n
495,"📊 Геополитическая нестабильность меняет правила игры по всему миру. И в то время, как Запад учится существовать без российских ресурсов, Россия ищет пути преодоления санкций.

Что в текущей ситуации будет представлять из себя рынок и по каким законам он будет существовать, решают не только регуляторы, но и его участники. В России их интересы представляет Национальная ассоциация участников фондового рынка (НАУФОР), в которую входят более 400 организаций и индивидуальных предпринимателей (среди них: брокеры, депозитарии, доверительные управляющие, инвестсоветники и управляющие фондами). 

❗️ С 2005 года НАУФОР возглавляет финансист Алексей Тимофеев. Именно его мы и решили пригласить в наш новый выпуск проекта Tinkoff Private Talks на YouTube, а вам дать возможность задать эксперту любые интересующие вас вопросы ❗️ 

Это можно сделать в комментариях под постом в нашей социальной сети для инвесторов Пульс (ссылка ниже).

В 1990-х Тимофеев стоял у истоков развития российского фондового рынка, а в прошлом году заявил, что новым этапом его развития, по его мнению, станет увеличение сектора портфельного управления. Интересуетесь, что эксперт думает об этом теперь, или хотите узнать, разделят ли российский рынок на два сектора: для россиян и нерезидентов? Присылайте свои вопросы Тимофееву по ссылке https://www.tinkoff.ru/invest/social/profile/Pulse_Official/06bacf99-f909-4fd4-b5ca-bae426946aa6/. 

🔹 Будем ждать их до 13 мая, а после — выберем несколько наиболее интересных и зададим эксперту в ходе интервью. 

🔹 Авторов этих вопросов по традиции ждут подарки.

Пишите! Главные ответы постараемся дать в новом выпуске Tinkoff Private Talks 🙌

#ГолосПульса",228623,1651839991,n
496,"Тинькофф Инвестиции вносят изменения в тарифы брокерского обслуживания.

Снизится комиссия за сделки в режиме маржинальной торговли. Изменения распространяются на все тарифы — «Инвестор», «Трейдер», «Премиум» и Private. Комиссия по непокрытым позициям до 5000 ₽ (до 10 000 ₽ на тарифе Private) не меняется и по-прежнему остается нулевой.

Изменится тариф на торговлю фьючерсами — комиссия на торговлю фьючерсами будет взиматься в виде процента от стоимости контракта в рублях, величина ставок по фьючерсам равна ставкам на фондовой секции.

Тариф - ставка %: 
Инвестор - 0,3
Трейдер - 0,04
Премиум - 0,025
Private - 0,025

Изменится брокерская комиссия за сделки с валютой. Пересмотр коснется всех тарифов — «Инвестор», «Трейдер», «Премиум» и Private.
 
Тариф - ставка %:
Инвестор - 0,9
Трейдер - 0,4
Премиум - 0,3
Private - 0,3

Обновленные тарифы начнут действовать с 16 мая 2022 года.",228651,1651849534,n
497,"Как Россия изолировалась от мировых проблем: доллар по 66, нет дефолту, теория заговора. В этом выпуске говорим про инфляцию в США и почему это может привести к рецессии. 

Главные новости
1:46 ー отчитались Microsoft, Google, AMD, Яндекс
2:53 ー Россия избежала дефолта 
3:15 ー инвесторы требуют от Netflix денег

Главная тема:
3:50 ー почему доллар стоит 66 рублей и увидим ли его по 30? Или, может, снова 100?
07:40 ー реакция рынков на рост ставки США
11:35 ー теория заговора: повторится ли кризис 2008 года и как американский Центробанк готовит население к непростым временам 
16:00 ー когда экономика США начала перегреваться 
20:00 ー почему для России рецессия США ничем не грозит
23:08 ー как выбирать облигации сегодня",228794,1651912200,n
498,"Когда продавать акции?
Еще больше курсов тут: https://tinkoff-invest.onelink.me/2065005593/a1kn6ipa",228982,1652193447,n
499,"С начала мая бенчмарк S&P 500 идет вниз и в начале этой недели опустился уже до 4000 пунктов. На это повлияло и заседание ФРС, и слабые отчеты компаний. Справедливо ли оценен рынок сейчас? Возможно. Может ли негативная динамика продолжиться? Да. 

В нашей стратегии мы уже говорили о нерадужных перспективах американских акций. Риски сейчас преобладают над потенциалом восстановления. Вероятность рецессии растет, доходности гособлигаций США — тоже. Это давит на акции и провоцирует сжатие рыночных мультипликаторов. Поэтому, даже если в моменте рынок может быть оценен справедливо (судя по текущим фундаментальным параметрам), риск снижения прибылей из-за замедления экономики в будущем создает потенциал для дальнейшего снижения котировок. Ухудшают ситуацию планы ФРС по сокращению своего баланса. Они, по сути, убивают желание американских инвесторов покупать на снижении (Buy The Dip), потому что теперь крупнейший игрок на рынке, ФРС, будет на стороне тех, кто продает, а не покупает. 

Мы считаем, что негативный (медвежий) тренд на рынке сохранится еще на некоторое время. Возможно до полугода, как показывает история. Конкретные уровни, до которых может дойти S&P 500, назвать трудно. Влияние на это будут оказывать инфляция и корпоративные прибыли в ближайшие кварталы. 

Что делать инвестору? 
Сейчас не стоит ждать отскоков и покупать активы на снижении. Отскоки неизбежно будут, особенно после резких падений рынка, но будут лишь временными и небольшими. Инвесторам со средним и долгосрочным горизонтами инвестирования лучше дождаться изменений фундаментальных факторов, настроения на рынке и позитивных новостей с геополитической арены.

Однако отметим, что полностью закрывать позиции на американском рынке не стоит. Более того, портфелю все еще нужны защитные бумаги, которые достойно покажут себя в период нестабильности рынка и экономики США. Какие это бумаги — рассказываем в новой стратегии https://v.tinkoff.ru/oftisedinist.

Кирилл Комаров, аналитик Тинькофф Инвестиций

#стратегия #сша",229023,1652270266,n
500,"Рубль стал лучшей среди крупнейших мировых валют по укреплению к доллару, подсчитал Bloomberg. Этому способствовали меры по контролю капитала, введенные российскими властями.

Российская валюта (+11%) обогнала по динамике бразильский реал, который вырос почти на 9%. На третьем месте в рейтинге оказалось мексиканское песо с ростом на 1% к доллару с начала года.

По итогам торгов на Мосбирже 11 мая курс доллара составил 67,2 рубля. Ну а сегодня уже приближался вплотную к 65. Столько американская валюта не стоила с начала 2020 года.
 
🤔 Однако некоторые специалисты сомневаются в достоверности укрепления рубля, пишет Bloomberg. Многие операции по обмену прекратились, и стоимость рубля на бирже не означает, что в реальном мире российская валюта торгуется по той же цене. Эффект от мер российских властей все равно примечателен тем, что другие страны, которые поступали похожим образом, его достичь не смогли. Так, например, валюты Турции и Аргентины не восстановились после падения.
 
📌 Комментарий аналитиков Тинькофф
 
· Укрепление рубля в последние недели стало результатом значительных ограничений валютных операций, которые коснулись как населения, так и компаний. Кроме того, на фоне геополитики импорт в Россию практически свелся к нулю.
 
· Ряд мер валютного контроля уже смягчили или отменили, этот тренд продолжится. Излишнее укрепление рубля также невыгодно экономике.
 
· По мере снятия ограничений на валютные операции и восстановления импорта давление на российскую валюту, на наш взгляд, возобновится. Поэтому на горизонте 3-6 месяцев мы ждем умеренного ослабления рубля и возвращения курса ближе к уровням начала этого года.

#новости #news",229060,1652360424,n
501,"Илон Маск сообщил о приостановке сделки по покупке Twitter. Новость появилась в сети микроблогов. Миллиардер хочет получить подтверждение о том, что доля фейковых и спам-аккаунтов в Twitter действительно составляет менее 5%, как заявила компания в последнем квартальном отчете. Тогда же Twitter оговорился, что в действительности фейковых аккаунтов может быть больше. 

После сообщения акции Twitter потеряли больше 20% в цене на предварительных торгах в пятницу. Бумаги Tesla подорожали почти на 5%. Спустя два часа Маск опубликовал еще один твит, в котором заявил, что все еще намерен купить компанию. 

Владелец Tesla сделал предложение о покупке Twitter в середине апреля, а в конце месяца получил одобрение от совета директоров. Стоимость сделки должна составить $44 млрд. 

Тогда же Маск заявил о намерении реформировать Twitter, и борьба с фейковыми аккаунтами должна была стать краеугольным камнем изменений. Маск хотел победить спам-ботов, аутентифицировать всех пользователей и сделать алгоритмы соцсети открытым исходным кодом. Миллиардер также назвал Twitter «цифровой площадью, где обсуждаются ключевые для будущего человечества вопросы» и заявил, что хочет сделать платформу оплотом свободы слова, сняв барьеры с модерации контента. 

$TWTR - https://tinkoff-invest.onelink.me/2065005593/56dw9zch

#новости",229109,1652451723,n
502,"Как научиться работать с фьючерсами.
Еще больше уроков тут: https://tinkoff-invest.onelink.me/2065005593/ckl8ov7i",229132,1652528628,n
504,"🤔 Аналитики Goldman Sachs заявили о скором начале нового инвестиционного цикла, который в банке назвали «постмодернистским», пишет CNBC. В этом цикле инфляция будет представлять больший риск, чем дефляция, вырастет регионализация и локализация производств, подорожают рабочая сила и товары, а правительства будут действовать более активно и увеличат расходы. Новый цикл начнется после пандемии COVID-19, считают аналитики. 

😏 Привлекательными в период «постмодернизма» станут компании, которые смогут легко скорректировать свои бизнес-модели или повысить эффективность за счет снижения затрат на энергию и рабочую силу. А также те, кто выиграет от роста государственных расходов и капиталовложений.

📌 Аналитики Goldman Sachs рекомендуют инвесторам обратить внимание на акции компаний с высокой и стабильной маржой. Это бумаги секторов производителей потребительских товаров, энергетики, здравоохранения и коммунальных услуг.

📈 Исходя из этих перечисленных условий, банк считает перспективными акции компаний Rio Tinto, Glencore, AMD, Hermes и Moncler, Philip Morris и других.

😶 При этом новый инвестиционный цикл, вероятно, принесет более низкую прибыль инвесторам, поскольку рост процентных ставок ударит по оценкам компаний, предупредили в Goldman Sachs.

💢 Целевой уровень банка по индексу S&P 500 составляет 4700 пунктов на конец года. Ранее аналитики ожидали, что индекс будет находиться на уровне примерно в 5100 пунктов, но затем снизили прогноз: рост цен на сырьевые товары и замедление экономического роста сократят доходы корпораций в этом году.",229169,1652710579,n
505,"🔥 Инвестору важно всегда быть на связи, а иногда — одним кликом ответить единомышленнику без слов, стикером. Мы хотим создать первый народный инвестиционный стикерпак в Telegram и запускаем конкурс. 

😏 Предлагайте идеи для стикеров в любом из возможных форматов: описание изображения, цитаты и герои, зарисовки, коллажи и мемы. На основе лучших идей мы сделаем стикеры и опубликуем их в Telegram (https://t.me/tinkoff_invest_official).

📌 Делиться идеями можно здесь: 
https://polls.tinkoff.ru/s/cl344s3y7000701kfc17fa5ad

Создайте свои уникальные стикеры вместе с Тинькофф Инвестициями!",229183,1652797591,n
506,"Тинькофф Инвестиции запускают новое видео-шоу в соцсети «ВКонтакте». В прямом эфире в понедельник 23 мая мы «распакуем» стратегию одного из участников нашей платформы социального трейдинга «Сигнал». 

Социальный трейдинг – это по сути автоследование. Подключив сервис, вы можете на своем счете автоматически повторять сделки наших авторов. 

Авторы стратегий — пользователи социальной сети «Пульс»: известные управляющие, опытные трейдеры и просто удачливые инвесторы. Теперь с ними можно познакомиться поближе и задать свои вопросы. 

Кого именно мы будем распаковывать на первом шоу, предстоит выбрать вам. У нас два кандидата: 

Руслан Дугаев (RusMoneyMaker): автор самой доходной стратегии в «Сигнале» «2в1 рантье и визионер» (+32% за неполные полгода). Он магистр экономики, когда-то работал трейдером и обжигался на Форексе. Сейчас Руслан – финансовый аналитик. Инвестор верит в российский рынок, особенно его сырьевых лидеров, способных выплачивать большие дивиденды. 

vs 

Кирилл Кузнецов (EnInvs) – основатель компании «Усиленные Инвестиции». Доходность его рублевой стратегии «Усиленные инвестиции» сейчас +10%, но и стартовала она только в апреле. В среднем доходность стратегий Кирилла и его команды превышает 25% годовых за несколько последних лет. Стратегии строятся на алгоритмах, которые позволяют находить недооцененные сырьевые компании, в реальном времени пересчитывая, сколько они зарабатывают. Кирилл – профессионал фондового рынка, под его управлением более 1,5 млрд руб. 

Выбирайте первого героя, готовьте вопросы и бронируйте вечер понедельника для нашего нового шоу. Изучить стратегии подробнее можно в приложении: https://tinkoff-invest.onelink.me/2065005593/cg2oy562",229219,1652890789,n
507,"Сегодня 64% миллениалов опираются на анализ ESG, когда выбирают финансовые инструменты. Такой подход помогает оценить риски и возможности компании в долгосрочной перспективе. Чтобы такой инвестор обратил внимание на компанию, ей нужно внедрять принципы устойчивого развития в бизнес, развиваться в сферах экологии, управления и социальной ответственности.

Насколько компании вовлечены в решение социальных и экологических проблем, оценивают разные аналитические агентства. Они присваивают респондентам баллы и формируют ESG-рейтинги. Инвесторы могут ориентироваться на рейтинги, которые составляют Sustainalytics, Refinitiv, MSCI, Bloomberg, RAEX-Europe.

Компании с самым высоким показателем ESG:

- Salesforce -разработчик CRM-системы, предоставляемой заказчикам по модели SaaS.
- Nvidia - технологическая компания, разработчик графических процессоров и систем.
- Crown Holdings - производитель металлических банок для напитков и пищевых продуктов, металлических контейнеров, крышек и специальной упаковки.
- Linde - немецкая транснациональная химическая компания с филиалами во многих странах мира.
- Nike - транснациональная компания, специализирующаяся на производстве и продаже спортивной одежды и обуви.

Подборка по ссылке: https://tinkoff-invest.onelink.me/2065005593/te1q3c7y",229308,1652976818,n
508,"Центральный банк отменяет запрет на короткие продажи. Об этом регулятор сообщил в предписании для брокеров. Решение начнет действовать с 1 июня, документ есть в распоряжении Тинькофф Инвестиций.

Также отменяется запрет на покупку валюты с плечом. 

Банк России в конце февраля ввел запрет на короткие продажи на биржевом и внебиржевом рынках. Регулятор объяснил это защитой интересов инвесторов и ситуацией на финансовом рынке.

#новости",229357,1653054548,n
509,"Тинькофф Инвестиции запускают новое видео-шоу в соцсети «ВКонтакте». В прямом эфире в понедельник 23 мая мы будет разбирать самую доходную стратегию на нашей платформе автоследования «Сигнал». 

Автор стратегии – Руслан Дугаев (RusMoneyMaker). Он работает аналитиком в одном из НИИ и инвестиции для него скорее хобби, чем профессия. Тем не менее его стратегия «2в1 рантье и визионер» прибавила 32% за несколько месяцев и вырвалась в лидеры в нашей соцсети «Пульс». В опросе во «Вконтакте» за Руслана проголосовали более 70% наших подписчиков. 

На что Руслан делает ставку и за счет чего получает такие доходности в сложные времена – обо всем расскажем в прямом эфире на нашей странице «ВКонтакте» (запись тоже будет). 

В комментариях задавайте свои вопросы Руслану, на самые интересные он обязательно ответит во время эфира. Изучить стратегию подробнее можно в приложении: https://tinkoff-invest.onelink.me/2065005593/cg2oy562",229375,1653060872,n
510,"Как научиться работать с фьючерсами, часть вторая.
Еще больше уроков тут: https://tinkoff-invest.onelink.me/2065005593/ckl8ov7i",229415,1653146038,n
511,"С сегодняшнего дня на Мосбирже вновь торгуются фонды Тинькофф Semiconductors, Тинькофф CyberSecurity, Тинькофф BuyBack Leaders и Тинькофф AI-Robotics.

Сделки по ним будут доступны с 16:30 до 18:50 по московскому времени.

Напоминаем, что ранее были возобновлены торги тремя нашими рублевыми фондами: Тинькофф Вечный портфель RUB, Тинькофф iMOEX и Тинькофф Bonds RUB.

Больше о фондах Тинькофф Капитала читайте в Пульсе! Фонды из новости по ссылке: https://tinkoff-invest.onelink.me/2065005593/x6pdivgj",229440,1653304611,n
512,"«Распаковываем» самую доходную стратегию Тинькофф Инвестиций. 

Сегодня в 19.00 в прямом эфире о своей стратегии рассказывает Руслан Дугаев – RusMoneyMaker в нашей соцсети «Пульс». Доходность стратегии Руслана +30% за неполные полгода.",229442,1653305292,n
513,"🔊 Новый выпуск подкаста «Галя, шорты, туземун» уже в Сети!

Хорошо зарабатывать на фондовом рынке можно в любое время, возможностей полно! В этом убеждены гости нашего обучающего подкаста «Галя, шорты, туземун». 

Ведущие подкаста Максим Ярыгин и Богдан Павличенко поговорили с начинающими инвесторами об их удачных сделках, разобрали целый ряд любопытных компаний, а также обсудили дивидендных королей, «стоп-листы» и «любимых тараканов».

📚 Если вы тоже хотите стать гостем подкаста, то напишите на почту Tinkoff_Invest_Stories@tinkoff.ru небольшой рассказ о своем опыте в инвестициях, не забудьте оставить свой контакт. Мы обязательно с вами свяжемся!

Слушайте, делитесь, комментируйте!

#подкаст",229672,1653390991,n
514,"Ближайшее заседание было запланировано на 10 июня. Но сегодня регулятор сообщил, что уже завтра рассмотрит вопрос об уровне ключевой ставки и объявит свое решение в 10:30 по московскому времени. 

Продолжающееся укрепление рубля и данные по инфляции позволяют регулятору уже сейчас перейти к более агрессивному снижению ставки, чтобы поддержать экономику. За последний месяц рост недельной инфляции существенно замедлился. По последним данным, с 7 по 13 мая цены выросли всего на 0,05% (в марте недельный прирост цен достигал 2,2%). Инфляционные ожидания населения также заметно снизились — с 18,3% в марте до 11,5% в текущем месяце. 

Мы ждем, что на завтрашнем заседании Банк России снизит ключевую ставку на 200— 300 б.п., до 11—12%, а по итогам года она составит 9—10%.

Как отреагировал рынок?
Доходности ОФЗ предсказуемо пошли вниз. Так, доходности однолетних государственных бумаг сократились на 40 б.п., до 10,5%. А доходности по бумагам со сроком более двух лет опустились ниже 10%. Тем временем рубль продолжил свое укрепление и в моменте торгуется ниже 56 за доллар.

Михаил Иванов, аналитик Тинькофф Инвестиций

#макро #россия",229715,1653486975,n
515,"Tinkoff Private запустил оформление доверенных лиц онлайн. Впервые в России 

Пользователи digital-банка для состоятельных клиентов Tinkoff Private теперь могут передать управление своими счетами тем, кому они доверяют: личным ассистентам, портфельным управляющим и близким людям. 

Оформление доверенности происходит за пару кликов в мобильном приложении. Уже сейчас можно передать управление брокерским счетом. 

Что доступно доверенному лицу?

Доверитель сам определяет набор операций для доверенных лиц. 

💵 Доступ к торговому функционалу: покупка и продажа доступных доверителю активов (ценных бумаг, биржевых фондов, валют и других активов) в приложении Тинькофф Инвестиции, а также взаимодействие с представителями брокера по телефону и в чатах.

💼 Работа с документами клиента: получение выписок и справок по счетам, корреспонденции, налогового и брокерского отчетов. 

📈 Просмотр счета без права совершать операции: для анализа портфеля клиента и подготовки рекомендаций. 

Кто может стать доверенным лицом?

Клиент Тинькофф старше 18 лет. Оформление доверенности происходит полностью онлайн — без похода к юристу и без подписания бумажных документов, внутри мобильного приложения. 

Это безопасно!

Подписание доверенности проходит с помощью СМС-кода. В случае необходимости личность доверителя может быть подтверждена селфи клиента.

❗️Во второй половине этого года доверенных лиц можно будет подключать к управлению банковскими операциями.",229737,1653562935,n
516,"Успешные инвесторы используют самые разные стратегии. Мы подобрали различные подходы от самых известных в мире гуру инвестиций. 

Подпишитесь на наше сообщество (если вдруг еще нет), поделитесь с друзьями стратегией, которая вам близка (смотрите описание под картинкой), поставьте хэштег #гуру_инвестиций и принимайте участие в розыгрыше призов. 

Среди всех участников мы разыграем 10 пакетов акций до 10 тыс. руб. Итоги подведем после 9 июня. 

Для участия в конкурсе необходимо иметь брокерский счет, если у вас его еще нет, открывайте по ссылке: https://tinkoff-invest.onelink.me/2065005593/5fazitbk

Полные правила акции доступны по ссылке: https://acdn.tinkoff.ru/static/documents/promo-investment-guru.pdf",229778,1653664066,n
517,"По решению Банка России СПБ Биржа и брокеры временно заблокировали некоторые иностранные бумаги на счетах части клиентов. Ограничения касаются ценных бумаг, заблокированных Euroclear Bank, учет и хранение которых осуществляется на счетах расчетного депозитария СПБ Биржи в НКО АО НРД.

О каких бумагах идет речь?

Решение затронуло около 14% объема бумаг, торгующихся на СПб Бирже, которые находятся на хранении в НКО АО НРД. Торговые операции по всем 1650 эмитентам на СПБ Бирже продолжаются без изменений, при этом некоторые клиенты временно не могут продать заблокированную часть бумаг из своего портфеля, которая находится на хранении в НКО АО НРД.

«Обособление коснется ценных бумаг, прошедших первичный листинг на американских фондовых биржах, за исключением HeadHunter Group PLC, Yandex, Ozon, Cian», — отмечает СПБ Биржа. Обособление также не коснется ценных бумаг с листингом на иных биржах, в частности ценных бумаг компаний TCS Group и Fix Price.

«Все инвесторы, часть ценных бумаг которых попадет под обособление, остаются законными владельцами всех приобретенных ими ценных бумаг, включая все ценные бумаги, переведенные на неторговый раздел», — добавили представители торговой площадки. 

Заблокированная часть портфеля автоматически отразится в приложении Тинькофф Инвестиций во вторник, 31 мая, — первый торговый день СПБ Биржи на этой неделе.

Владельцы бумаг остаются собственниками активов

Решение Банком России принято в условиях продолжающейся неопределенности в связи с ситуацией вокруг Euroclear — крупнейшего европейского депозитария, заблокировавшего исполнение операций с ценными бумагами и денежными средствами по счету НКО АО НРД.
Торговые операции клиентов российских брокеров ограничены с 31 мая на основании предписания Банка России для участников рынка. В данном предписании регулятор определил принципы распределения блокированных бумаг среди клиентов. В результате состоялось разделение иностранных ценных бумаг на те, что могут свободно торговаться, и те, что учитываются в НРД и временно торговаться не могут.

Несмотря на блокировку, клиенты остаются собственниками заблокированных активов, бумаги продолжают храниться и учитываться на счетах депо. Тинькофф привлек юридические компании для проведения необходимой работы по защите прав и интересов своих клиентов.

По этой ссылке отвечаем на важные вопросы https://www.tinkoff.ru/invest/social/profile/Tinkoff_Investments/bd08e8dd-c2a2-4c2a-8dc5-4dff265252e4/",230008,1653918642,n
518,"С сегодняшнего дня сделки по фондам Тинькофф SPAC, Тинькофф Emerging Markets, Тинькофф FinTech и Тинькофф ESG Leaders будут доступны с 16:30 до 18:50 по московскому времени.

Сделки по фонду Тинькофф Золото будут доступны с 10:00 до 18:50 по московскому времени.

Напоминаем, что на прошлой неделе были возобновлены торги фондами Тинькофф Semiconductors, Тинькофф CyberSecurity, Тинькофф BuyBack Leaders и Тинькофф AI-Robotics.

Здесь советы, что стоит делать, когда Мосбиржа возобновит торги фондами https://www.tinkoff.ru/invest/social/profile/Tinkoff_Capital/3164aee6-a96c-4ca1-b0c1-aaba5e783848/

Пдборка фондов из новости по ссылке: https://tinkoff-invest.onelink.me/2065005593/a2jjnmo9

Больше о фондах Тинькофф Капитала читайте в Пульсе!",230131,1653996738,n
519,"В конце июня собрание акционеров Сбера решит вопрос о выплате дивидендов. При этом наблюдательный совет банка уже рекомендовал их не выплачивать, ссылаясь на рекомендацию Банка России и распоряжение правительства.

У Cбера два вида акций: обыкновенные и привилегированные (префы). Их различие в следующем:

▫ Префы не дают права участвовать в ежегодном собрании акционеров и, соответственно, не дают права голоса на нем.

▫ По ним выплачиваются регулярные дивиденды в размере не ниже 15% от номинальной стоимости акций. По обыкновенным акциям нет установленного размера дивидендов. 

Выходит, что привилегированные акции становятся голосующими (как и обыкновенные), если по ним не выплачивают дивиденды. То есть объем прав по обоим видам акций становится одинаковым (до тех пор, пока дивиденды не начнут выплачивать в заявленном объеме). А если права одинаковые и денежный поток по бумагам тоже (или его отсутствие), то и стоимость акций должна быть одинаковая.

Как это можно использовать?

Дисконт, с которым торгуются привилегированные акции Сбера по отношению к обыкновенным, в последние дни расширился до 8%. 

Это можно использовать следующим образом — купить привилегированные акции Сбера с расчетом, что их цена вырастет до цены обыкновенных. Учитывая нынешний дисконт, потенциал роста может быть примерно 8%.

Какие риски?

▫ Несмотря на рекомендацию со стороны правительственных структур, Сбер может все-таки выплатить минимальный размер дивидендов по префам, чтобы не давать права голоса их владельцам. Размер выплаты может составить 45 копеек на акцию. В таком случае дисконт по привилегированным акциям сокращаться не будет.

▫ Даже если привилегированные акции станут голосующими, их рыночный дисконт может сохраниться или исчезнуть не сразу. Он может не сократиться даже после результатов собрания 29 июня. 

По этой ссылке можно прочитать статью полностью - https://tinkoff-invest.onelink.me/2065005593/gztpgcve

SBERP - https://tinkoff-invest.onelink.me/2065005593/ao9tw0b5

#идея 
не является инвестиционной рекомендацией",230144,1654006146,n
